AÑO,MES,CLASE_SERVICIO,SUSCRIPTORES,M3,PROMEDIO
2021,8,ESTRATO 3,39795,458570,11.52
2021,8,ESTRATO 4,17739,171299,9.66
2021,8,ESTRATO 5,6398,55111,8.61
2021,8,ESTRATO 6,11422,110606,9.68
2021,8,COMERCIAL,6013,100369,16.69
2021,8,INDUSTRIAL,168,85836,510.93
2021,8,OFICIAL,443,51316,115.84
2021,8,SUM. CONTRUCTOR,111,5559,50.08
2021,8,ESPECIAL,362,17668,48.81
2021,8,RURAL ESTRATO 1,1880,19916,10.59
2021,8,RURAL ESTRATO 2,2253,27918,12.39
2021,8,RURAL ESTRATO 3,1180,14795,12.54
2021,8,RURAL ESTRATO 4,228,4347,19.07
2021,8,RURAL ESTRATO 5,102,1377,13.5
2021,8,RURAL ESTRATO 6,172,3182,18.5
2021,8,ESTRATO 1 Villamaria,28,480,17.14
2021,8,ESTRATO 2 Villamaria,9,142,15.78
2021,8,ESTRATO 3 Villamaria,4,193,48.25
2021,8,ESTRATO 4 Villamaria,1027,17172,16.72
2021,8,COMERCIAL Villamaría,96,1330,13.85
2021,8,INDUSTRIAL Villamaría,3,447,149
2021,8,ESPECIAL Villamaria,2,151,75.5
2021,8,SUM. CONSTRUCTOR Villamaría,3,60,20
2021,9,ESTRATO 1,9129,99383,10.89
2021,9,ESTRATO 2,20679,244756,11.84
2021,9,ESTRATO 3,39856,447918,11.24
2021,9,ESTRATO 4,17756,169685,9.56
2021,9,ESTRATO 5,6420,54528,8.49
2021,9,ESTRATO 6,11381,109761,9.64
2021,9,COMERCIAL,6019,102093,16.96
2021,9,INDUSTRIAL,168,87441,520.48
2021,9,OFICIAL,443,54358,122.7
2021,9,SUM. CONTRUCTOR,118,5532,46.88
2021,9,ESPECIAL,363,18655,51.39
2021,9,RURAL ESTRATO 1,1885,20593,10.92
2021,9,RURAL ESTRATO 2,2263,30096,13.3
2021,9,RURAL ESTRATO 3,1183,16307,13.78
2021,9,RURAL ESTRATO 4,229,4606,20.11
2021,9,RURAL ESTRATO 5,102,1328,13.02
2021,9,RURAL ESTRATO 6,172,4043,23.51
2021,9,ESTRATO 1 Villamaria,28,388,13.86
2021,9,ESTRATO 2 Villamaria,9,144,16
2021,9,ESTRATO 3 Villamaria,4,156,39
2021,9,ESTRATO 4 Villamaria,1027,16845,16.4
2021,9,COMERCIAL Villamaría,96,1535,15.99
2021,9,INDUSTRIAL Villamaría,3,606,202
2021,9,ESPECIAL Villamaria,2,150,75
2021,9,SUM. CONSTRUCTOR Villamaría,3,49,16.33
2021,10,ESTRATO 1,9130,103256,11.31
2021,10,ESTRATO 2,20688,247906,11.98
2021,10,ESTRATO 3,39892,461376,11.57
2021,10,ESTRATO 4,17776,173995,9.79
2021,10,ESTRATO 5,6444,56135,8.71
2021,10,ESTRATO 6,11410,109544,9.6
2021,10,COMERCIAL,6032,106233,17.61
2021,10,INDUSTRIAL,167,91458,547.65
2021,10,OFICIAL,441,57032,129.32
2021,10,SUM. CONTRUCTOR,122,5758,47.2
2021,10,ESPECIAL,363,18051,49.73
2021,10,RURAL ESTRATO 1,1887,19770,10.48
2021,10,RURAL ESTRATO 2,2263,28132,12.43
2021,10,RURAL ESTRATO 3,1207,16924,14.02
2021,10,RURAL ESTRATO 4,229,4631,20.22
2021,10,RURAL ESTRATO 5,102,1382,13.55
2021,10,RURAL ESTRATO 6,172,3809,22.15
2021,10,ESTRATO 1 Villamaria,28,380,13.57
2021,10,ESTRATO 2 Villamaria,9,186,20.67
2021,10,ESTRATO 3 Villamaria,4,214,53.5
2021,10,ESTRATO 4 Villamaria,1027,16990,16.54
2021,10,COMERCIAL Villamaría,96,1855,19.32
2021,10,INDUSTRIAL Villamaría,3,587,195.67
2021,10,ESPECIAL Villamaria,2,101,50.5
2021,10,SUM. CONSTRUCTOR Villamaría,3,33,11
2021,11,ESTRATO 1,9134,102842,11.26
2021,11,ESTRATO 2,20696,245886,11.88
2021,11,ESTRATO 3,39976,453770,11.35
2021,11,ESTRATO 4,18027,170761,9.47
2021,11,ESTRATO 5,6462,55837,8.64
2021,11,ESTRATO 6,11437,109695,9.59
2021,11,COMERCIAL,6118,105859,17.3
2021,11,INDUSTRIAL,167,85013,509.06
2021,11,OFICIAL,441,53299,120.86
2021,11,SUM. CONTRUCTOR,124,6122,49.37
2021,11,ESPECIAL,368,18579,50.49
2021,11,RURAL ESTRATO 1,1891,19178,10.14
2021,11,RURAL ESTRATO 2,2286,27724,12.13
2021,11,RURAL ESTRATO 3,1226,15324,12.5
2021,11,RURAL ESTRATO 4,230,4662,20.27
2021,11,RURAL ESTRATO 5,103,1503,14.59
2021,11,RURAL ESTRATO 6,172,3513,20.42
2021,11,ESTRATO 1 Villamaria,28,334,11.93
2021,11,ESTRATO 2 Villamaria,9,183,20.33
2021,11,ESTRATO 3 Villamaria,4,208,52
2021,11,ESTRATO 4 Villamaria,1027,16378,15.95
2021,11,COMERCIAL Villamaría,96,2259,23.53
2021,11,INDUSTRIAL Villamaría,3,649,216.33
2021,11,ESPECIAL Villamaria,2,179,89.5
2021,11,SUM. CONSTRUCTOR Villamaría,3,31,10.33
2021,12,ESTRATO 1,9140,98971,10.83
2021,12,ESTRATO 2,20713,245563,11.86
2021,12,ESTRATO 3,40042,450056,11.24
2021,12,ESTRATO 4,18054,167413,9.27
2021,12,ESTRATO 5,6474,53586,8.28
2021,12,ESTRATO 6,11486,107474,9.36
2021,12,COMERCIAL,6122,109030,17.81
2021,12,INDUSTRIAL,167,82213,492.29
2021,12,OFICIAL,441,47156,106.93
2021,12,SUM. CONTRUCTOR,125,5419,43.35
2021,12,ESPECIAL,368,16502,44.84
2021,12,RURAL ESTRATO 1,1895,21554,11.37
2021,12,RURAL ESTRATO 2,2290,32477,14.18
2021,12,RURAL ESTRATO 3,1228,18579,15.13
2021,12,RURAL ESTRATO 4,230,6121,26.61
2021,12,RURAL ESTRATO 5,104,1964,18.88
2021,12,RURAL ESTRATO 6,172,4820,28.02
2021,12,ESTRATO 1 Villamaria,28,377,13.46
2021,12,ESTRATO 2 Villamaria,9,199,22.11
2021,12,ESTRATO 3 Villamaria,4,203,50.75
2021,12,ESTRATO 4 Villamaria,1027,16994,16.55
2021,12,COMERCIAL Villamaría,96,2167,22.57
2021,12,INDUSTRIAL Villamaría,3,1200,400
2021,12,ESPECIAL Villamaria,2,84,42
2021,12,SUM. CONSTRUCTOR Villamaría,3,56,18.67
