NIT,RAZON SOCIAL,AÑO,MES,SEECCIONAL,CONSUMO M3 MES ACUEDUCTO,CONSUMO M3 MES ALCANTARILLADO
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,NOVIEMBRE,KILOMETRO 41,6067,6067
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,NOVIEMBRE,LA DORADA,384349,384349
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,NOVIEMBRE,MANZANARES,18160,16627
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,NOVIEMBRE,MARMATO,14423,1131
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,NOVIEMBRE,MARQUETALIA,19241,17846
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,NOVIEMBRE,MARULANDA,1678,0
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,NOVIEMBRE,NEIRA,30907,0
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,NOVIEMBRE,PALESTINA,16283,1157
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,NOVIEMBRE,RIOSUCIO,52542,52542
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,NOVIEMBRE,RISARALDA,14850,14850
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,NOVIEMBRE,SALAMINA,25121,22952
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,NOVIEMBRE,SAMANA,17183,1399
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,NOVIEMBRE,SAN JOSE,8852,8348
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,NOVIEMBRE,SUPIA,61845,2433
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,NOVIEMBRE,VICTORIA,13739,13739
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,NOVIEMBRE,VITERBO,54936,54936
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,DICIEMBRE,AGUADAS,35332,38772
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,DICIEMBRE,ANSERMA,61962,57445
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,DICIEMBRE,ARAUCA,17658,15310
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,DICIEMBRE,ARMA,4986,2901
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,DICIEMBRE,BELALCAZAR,13636,13307
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,DICIEMBRE,CHINCHINA,241687,284888
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,DICIEMBRE,FILADELFIA,11769,11584
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,DICIEMBRE,GUARINOCITO,13088,0
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,DICIEMBRE,KILOMETRO 41,6627,2677
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,DICIEMBRE,LA DORADA,316329,316037
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,DICIEMBRE,MANZANARES,19240,16591
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,DICIEMBRE,MARMATO,12492,8497
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,DICIEMBRE,MARQUETALIA,18050,17396
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,DICIEMBRE,MARULANDA,1733,1715
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,DICIEMBRE,NEIRA,35497,31521
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,DICIEMBRE,PALESTINA,17880,14492
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,DICIEMBRE,RIOSUCIO,57920,49006
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,DICIEMBRE,RISARALDA,14164,10635
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,DICIEMBRE,SALAMINA,27811,26707
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,DICIEMBRE,SAMANA,17240,14450
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,DICIEMBRE,SAN JOSE,6483,3685
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,DICIEMBRE,SUPIA,57074,47827
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,DICIEMBRE,VICTORIA,11062,11603
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,DICIEMBRE,VITERBO,42806,49094
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,ENERO,AGUADAS,37727,34680
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,ENERO,ANSERMA,63766,61664
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,ENERO,ARAUCA,19656,17297
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,ENERO,ARMA,5337,3599
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,ENERO,BELALCAZAR,16390,12489
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,ENERO,CHINCHINA,293740,277749
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,ENERO,FILADELFIA,13908,12849
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,ENERO,GUARINOCITO,18550,0
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,ENERO,KILOMETRO 41,6990,2833
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,ENERO,LA DORADA,412387,340588
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,ENERO,MANZANARES,21645,17552
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,ENERO,MARMATO,14981,8679
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,ENERO,MARQUETALIA,21313,17603
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,ENERO,MARULANDA,1834,1746
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,ENERO,NEIRA,42334,40209
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,ENERO,PALESTINA,18142,14953
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,ENERO,RIOSUCIO,66284,61686
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,ENERO,RISARALDA,17456,12452
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,ENERO,SALAMINA,35779,35064
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,ENERO,SAMANA,19430,16179
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,ENERO,SAN JOSE,7086,3247
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,ENERO,SUPIA,66986,52095
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,ENERO,VICTORIA,14760,12514
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,ENERO,VITERBO,54089,46006
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,FEBRERO,AGUADAS,42752,40033
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,FEBRERO,ANSERMA,64448,62394
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,FEBRERO,ARAUCA,17358,14983
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,FEBRERO,ARMA,4931,3597
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,FEBRERO,BELALCAZAR,14914,11729
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,FEBRERO,CHINCHINA,277303,260676
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,FEBRERO,FILADELFIA,12080,10922
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,FEBRERO,GUARINOCITO,14906,0
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,FEBRERO,KILOMETRO 41,6576,2650
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,FEBRERO,LA DORADA,385271,319730
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,FEBRERO,MANZANARES,19658,16031
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,FEBRERO,MARMATO,14873,8445
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,FEBRERO,MARQUETALIA,17971,14638
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,FEBRERO,MARULANDA,1605,1565
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,FEBRERO,NEIRA,38555,36118
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,FEBRERO,PALESTINA,17531,14582
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,FEBRERO,RIOSUCIO,66571,62314
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,FEBRERO,RISARALDA,14856,10931
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,FEBRERO,SALAMINA,28408,27885
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,FEBRERO,SAMANA,16398,13718
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,FEBRERO,SAN JOSE,7643,3505
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,FEBRERO,SUPIA,64949,50599
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,FEBRERO,VICTORIA,13961,11828
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,FEBRERO,VITERBO,49201,42300
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,MARZO,AGUADAS,30603,28640
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,MARZO,ANSERMA,55491,53183
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,MARZO,ARAUCA,18371,16056
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,MARZO,ARMA,4550,3253
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,MARZO,BELALCAZAR,13589,10867
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,MARZO,CHINCHINA,267988,251209
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,MARZO,FILADELFIA,10868,10123
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,MARZO,GUARINOCITO,14031,0
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,MARZO,KILOMETRO 41,6516,2734
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,MARZO,LA DORADA,353525,296268
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,MARZO,MANZANARES,18742,15246
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,MARZO,MARMATO,14984,11327
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,MARZO,MARQUETALIA,18085,15019
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,MARZO,MARULANDA,1773,1707
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,MARZO,NEIRA,38099,35885
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,MARZO,PALESTINA,17209,14601
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,MARZO,RIOSUCIO,56725,53343
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,MARZO,RISARALDA,13480,9678
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,MARZO,SALAMINA,23514,23044
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,MARZO,SAMANA,15630,12899
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,MARZO,SAN JOSE,6559,2933
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,MARZO,SUPIA,56135,46368
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,MARZO,VICTORIA,12248,10228
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,MARZO,VITERBO,49474,32168
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,ABRIL,AGUADAS,32402,30341
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,ABRIL,ANSERMA,53857,51657
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,ABRIL,ARAUCA,17294,15024
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,ABRIL,ARMA,4302,3222
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,ABRIL,BELALCAZAR,15593,12238
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,ABRIL,CHINCHINA,257825,244074
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,ABRIL,FILADELFIA,13216,12219
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,ABRIL,GUARINOCITO,17029,0
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,ABRIL,KILOMETRO 41,7108,2987
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,ABRIL,LA DORADA,355977,291298
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,ABRIL,MANZANARES,22058,18017
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,ABRIL,MARMATO,17155,11803
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,ABRIL,MARQUETALIA,17322,14115
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,ABRIL,MARULANDA,1698,1645
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,ABRIL,NEIRA,42823,43612
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,ABRIL,PALESTINA,17255,14677
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,ABRIL,RIOSUCIO,61737,57784
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,ABRIL,RISARALDA,15714,11836
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,ABRIL,SALAMINA,26865,26412
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,ABRIL,SAMANA,18719,15576
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,ABRIL,SAN JOSE,6065,2975
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,ABRIL,SUPIA,54970,43207
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,ABRIL,VICTORIA,13235,11358
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,ABRIL,VITERBO,46573,40580
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,MAYO,AGUADAS,37106,34679
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,MAYO,ANSERMA,62467,60194
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,MAYO,ARAUCA,17476,15266
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,MAYO,ARMA,4530,3416
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,MAYO,BELALCAZAR,15469,10684
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,MAYO,CHINCHINA,251367,235640
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,MAYO,FILADELFIA,13054,11923
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,MAYO,GUARINOCITO,13758,0
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,MAYO,KILOMETRO 41,6771,2913
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,MAYO,LA DORADA,338145,279710
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,MAYO,MANZANARES,20209,16612
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,MAYO,MARMATO,19779,12116
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,MAYO,MARQUETALIA,21602,17920
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,MAYO,MARULANDA,1936,1870
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,MAYO,NEIRA,41387,36503
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,MAYO,PALESTINA,16496,13817
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,MAYO,RIOSUCIO,62485,58719
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,MAYO,RISARALDA,13358,9971
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,MAYO,SALAMINA,29051,28363
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,MAYO,SAMANA,17995,14957
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,MAYO,SAN JOSE,5199,3421
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,MAYO,SUPIA,71835,56744
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,MAYO,VICTORIA,12709,10754
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,MAYO,VITERBO,54637,46885
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,JUNIO,AGUADAS,35824,33653
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,JUNIO,ANSERMA,66241,63384
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,JUNIO,ARAUCA,19146,16552
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,JUNIO,ARMA,4010,2884
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,JUNIO,BELALCAZAR,19058,13084
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,JUNIO,CHINCHINA,286511,268462
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,JUNIO,FILADELFIA,13576,12108
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,JUNIO,GUARINOCITO,17205,0
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,JUNIO,KILOMETRO 41,6431,2699
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,JUNIO,LA DORADA,406314,338974
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,JUNIO,MANZANARES,22242,17976
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,JUNIO,MARMATO,15128,8068
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,JUNIO,MARQUETALIA,19006,15748
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,JUNIO,MARULANDA,1690,1636
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,JUNIO,NEIRA,38254,35285
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,JUNIO,PALESTINA,16601,14099
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,JUNIO,RIOSUCIO,56016,52511
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,JUNIO,RISARALDA,16436,12024
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,JUNIO,SALAMINA,36973,36141
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,JUNIO,SAMANA,17126,14273
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,JUNIO,SAN JOSE,4837,3170
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,JUNIO,SUPIA,62278,48984
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,JUNIO,VICTORIA,12239,10356
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,JUNIO,VITERBO,48486,42639
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,JULIO,AGUADAS,37457,34973
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,JULIO,ANSERMA,57468,55525
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,JULIO,ARAUCA,17403,15023
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,JULIO,ARMA,3952,2791
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,JULIO,BELALCAZAR,14991,10575
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,JULIO,CHINCHINA,281459,262028
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,JULIO,FILADELFIA,12097,11069
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,JULIO,GUARINOCITO,17150,0
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,JULIO,KILOMETRO 41,6814,2631
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,JULIO,LA DORADA,380020,319390
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,JULIO,MANZANARES,22709,18489
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,JULIO,MARMATO,17059,8755
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,JULIO,MARQUETALIA,20418,16679
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,JULIO,MARULANDA,1512,1472
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,JULIO,NEIRA,35474,32921
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,JULIO,PALESTINA,18942,15640
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,JULIO,RIOSUCIO,60636,56873
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,JULIO,RISARALDA,14008,9914
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,JULIO,SALAMINA,35880,35134
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,JULIO,SAMANA,17429,14507
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,JULIO,SAN JOSE,4922,2965
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,JULIO,SUPIA,60448,47090
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,JULIO,VICTORIA,15777,13504
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,JULIO,VITERBO,48900,42069
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,AGOSTO,AGUADAS,45907,42998
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,AGOSTO,ANSERMA,71154,68182
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,AGOSTO,ARAUCA,16865,14924
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2017,AGOSTO,ARMA,5013,3318
