NIT,RAZON SOCIAL,AÑO,MES,SEECCIONAL,CONSUMO M3 MES ACUEDUCTO,CONSUMO M3 MES ALCANTARILLADO
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,MARZO,SAMANA,18694,15726
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,MARZO,SAN JOSE,5762,3375
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,MARZO,SUPIA,74214,64586
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,MARZO,VICTORIA,14575,12435
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,MARZO,VITERBO,55704,34626
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,ABRIL,AGUADAS,45903,43167
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,ABRIL,ANSERMA,64374,62421
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,ABRIL,ARAUCA,19215,16522
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,ABRIL,ARMA,6093,4302
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,ABRIL,BELALCAZAR,17204,12625
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,ABRIL,CHINCHINA,303894,293096
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,ABRIL,FILADELFIA,14213,13162
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,ABRIL,GUARINOCITO,21113,0
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,ABRIL,KILOMETRO 41,7786,3268
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,ABRIL,LA DORADA,389238,305504
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,ABRIL,MANZANARES,22586,16940
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,ABRIL,MARMATO,23364,16791
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,ABRIL,MARQUETALIA,22549,18884
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,ABRIL,MARULANDA,2147,2084
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,ABRIL,NEIRA,39757,41001
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,ABRIL,PALESTINA,18954,15434
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,ABRIL,RIOSUCIO,57576,52950
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,ABRIL,RISARALDA,17283,12324
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,ABRIL,SALAMINA,35501,34531
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,ABRIL,SAMANA,17629,14616
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,ABRIL,SAN JOSE,5658,3427
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,ABRIL,SUPIA,76400,62697
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,ABRIL,VICTORIA,14795,12466
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,ABRIL,VITERBO,56688,47262
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,MAYO,AGUADAS,43833,41001
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,MAYO,ANSERMA,66248,64104
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,MAYO,ARAUCA,19905,17363
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,MAYO,ARMA,5807,4113
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,MAYO,BELALCAZAR,18401,13885
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,MAYO,CHINCHINA,314203,303245
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,MAYO,FILADELFIA,12598,11848
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,MAYO,GUARINOCITO,18691,0
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,MAYO,KILOMETRO 41,7606,3265
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,MAYO,LA DORADA,389010,311383
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,MAYO,MANZANARES,22758,18267
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,MAYO,MARMATO,24853,12292
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,MAYO,MARQUETALIA,19094,16074
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,MAYO,MARULANDA,1913,1819
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,MAYO,NEIRA,47015,44824
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,MAYO,PALESTINA,18502,15355
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,MAYO,RIOSUCIO,61079,56362
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,MAYO,RISARALDA,18440,14053
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,MAYO,SALAMINA,33412,32654
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,MAYO,SAMANA,20156,16755
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,MAYO,SAN JOSE,5817,3483
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,MAYO,SUPIA,67404,56265
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,MAYO,VICTORIA,14685,12467
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,MAYO,VITERBO,59128,50772
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,JUNIO,AGUADAS,46742,44157
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,JUNIO,ANSERMA,66184,63793
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,JUNIO,ARAUCA,19421,16668
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,JUNIO,ARMA,5855,4193
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,JUNIO,BELALCAZAR,17810,13460
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,JUNIO,CHINCHINA,284829,273438
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,JUNIO,FILADELFIA,13057,12159
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,JUNIO,GUARINOCITO,20309,0
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,JUNIO,KILOMETRO 41,7516,3154
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,JUNIO,LA DORADA,392350,310549
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,JUNIO,MANZANARES,22539,18132
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,JUNIO,MARMATO,23069,11530
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,JUNIO,MARQUETALIA,23848,20004
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,JUNIO,MARULANDA,1935,1868
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,JUNIO,NEIRA,38062,35740
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,JUNIO,PALESTINA,18270,15402
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,JUNIO,RIOSUCIO,62833,57924
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,JUNIO,RISARALDA,18213,13235
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,JUNIO,SALAMINA,34718,33887
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,JUNIO,SAMANA,19589,16726
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,JUNIO,SAN JOSE,5597,3483
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,JUNIO,SUPIA,77883,64731
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,JUNIO,VICTORIA,15062,12862
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,JUNIO,VITERBO,58195,49546
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,JULIO,AGUADAS,44661,41726
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,JULIO,ANSERMA,67814,64972
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,JULIO,ARAUCA,19072,16727
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,JULIO,ARMA,5205,3909
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,JULIO,BELALCAZAR,18025,13568
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,JULIO,CHINCHINA,317572,305822
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,JULIO,FILADELFIA,13452,12495
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,JULIO,GUARINOCITO,20940,0
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,JULIO,KILOMETRO 41,7982,3161
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,JULIO,LA DORADA,407354,314476
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,JULIO,MANZANARES,22006,17658
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,JULIO,MARMATO,24245,12337
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,JULIO,MARQUETALIA,22194,18452
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,JULIO,MARULANDA,2129,2057
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,JULIO,NEIRA,42150,39671
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,JULIO,PALESTINA,20021,16518
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,JULIO,RIOSUCIO,67931,62831
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,JULIO,RISARALDA,18318,13121
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,JULIO,SALAMINA,34047,33245
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,JULIO,SAMANA,21081,17992
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,JULIO,SAN JOSE,5979,3789
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,JULIO,SUPIA,76796,63715
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,JULIO,VICTORIA,14790,12927
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,JULIO,VITERBO,62404,52514
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,AGOSTO,AGUADAS,45056,42713
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,AGOSTO,ANSERMA,69428,66935
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,AGOSTO,ARAUCA,20511,17845
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,AGOSTO,ARMA,6110,4416
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,AGOSTO,BELALCAZAR,17992,13065
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,AGOSTO,CHINCHINA,314931,303753
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,AGOSTO,FILADELFIA,14101,13202
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,AGOSTO,GUARINOCITO,21424,0
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,AGOSTO,KILOMETRO 41,8428,3261
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,AGOSTO,LA DORADA,401790,326729
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,AGOSTO,MANZANARES,23374,17702
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,AGOSTO,MARMATO,25765,13535
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,AGOSTO,MARQUETALIA,21087,17723
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,AGOSTO,MARULANDA,2124,2057
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,AGOSTO,NEIRA,42939,40350
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,AGOSTO,PALESTINA,19000,15855
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,AGOSTO,RIOSUCIO,66477,61612
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,AGOSTO,RISARALDA,18473,13163
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,AGOSTO,SALAMINA,33999,33184
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,AGOSTO,SAMANA,19607,16756
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,AGOSTO,SAN JOSE,5943,3578
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,AGOSTO,SUPIA,71287,58801
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,AGOSTO,VICTORIA,15714,13006
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,AGOSTO,VITERBO,58654,49510
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,SEPTIEMBRE,AGUADAS,44455,41568
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,SEPTIEMBRE,ANSERMA,68760,65977
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,SEPTIEMBRE,ARAUCA,19538,17192
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,SEPTIEMBRE,ARMA,5484,4169
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,SEPTIEMBRE,BELALCAZAR,17306,12820
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,SEPTIEMBRE,CHINCHINA,298168,288441
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,SEPTIEMBRE,FILADELFIA,13526,12625
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,SEPTIEMBRE,GUARINOCITO,19938,0
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,SEPTIEMBRE,KILOMETRO 41,7784,3276
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,SEPTIEMBRE,LA DORADA,407545,307648
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,SEPTIEMBRE,MANZANARES,23316,18814
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,SEPTIEMBRE,MARMATO,24856,12591
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,SEPTIEMBRE,MARQUETALIA,23336,19585
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,SEPTIEMBRE,MARULANDA,1979,1921
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,SEPTIEMBRE,NEIRA,41793,39396
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,SEPTIEMBRE,PALESTINA,19350,16008
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,SEPTIEMBRE,RIOSUCIO,68990,63919
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,SEPTIEMBRE,RISARALDA,19242,13335
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,SEPTIEMBRE,SALAMINA,33356,32431
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,SEPTIEMBRE,SAMANA,22067,18983
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,SEPTIEMBRE,SAN JOSE,6629,3859
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,SEPTIEMBRE,SUPIA,76504,63133
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,SEPTIEMBRE,VICTORIA,14712,12650
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,SEPTIEMBRE,VITERBO,59932,50482
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,OCTUBRE,AGUADAS,40177,38070
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,OCTUBRE,ANSERMA,64976,62582
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,OCTUBRE,ARAUCA,19297,16927
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,OCTUBRE,ARMA,5292,3969
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,OCTUBRE,BELALCAZAR,18167,13308
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,OCTUBRE,CHINCHINA,295674,284655
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,OCTUBRE,FILADELFIA,13112,12215
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,OCTUBRE,GUARINOCITO,18457,0
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,OCTUBRE,KILOMETRO 41,7311,3143
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,OCTUBRE,LA DORADA,385292,299205
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,OCTUBRE,MANZANARES,22379,17890
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,OCTUBRE,MARMATO,23788,12234
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,OCTUBRE,MARQUETALIA,21035,17660
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,OCTUBRE,MARULANDA,1993,1938
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,OCTUBRE,NEIRA,41167,38756
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,OCTUBRE,PALESTINA,19770,16451
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,OCTUBRE,RIOSUCIO,64898,60114
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,OCTUBRE,RISARALDA,16927,12448
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,OCTUBRE,SALAMINA,32691,31631
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,OCTUBRE,SAMANA,19515,16795
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,OCTUBRE,SAN JOSE,6099,3632
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,OCTUBRE,SUPIA,76111,61339
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,OCTUBRE,VICTORIA,13578,11810
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,OCTUBRE,VITERBO,56551,48643
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,NOVIEMBRE,AGUADAS,46916,43507
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,NOVIEMBRE,ANSERMA,65473,63073
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,NOVIEMBRE,ARAUCA,19355,16774
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,NOVIEMBRE,ARMA,6136,4317
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,NOVIEMBRE,BELALCAZAR,19624,14505
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,NOVIEMBRE,CHINCHINA,286942,275000
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,NOVIEMBRE,FILADELFIA,13337,12346
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,NOVIEMBRE,GUARINOCITO,19545,0
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,NOVIEMBRE,KILOMETRO 41,8423,3198
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,NOVIEMBRE,LA DORADA,385275,303087
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,NOVIEMBRE,MANZANARES,21314,17250
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,NOVIEMBRE,MARMATO,24623,12271
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,NOVIEMBRE,MARQUETALIA,21032,17809
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,NOVIEMBRE,MARULANDA,2116,2058
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,NOVIEMBRE,NEIRA,42824,40306
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,NOVIEMBRE,PALESTINA,19568,15912
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,NOVIEMBRE,RIOSUCIO,63337,58429
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,NOVIEMBRE,RISARALDA,17575,13128
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,NOVIEMBRE,SALAMINA,32610,31869
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,NOVIEMBRE,SAMANA,19662,17075
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,NOVIEMBRE,SAN JOSE,7153,3951
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,NOVIEMBRE,SUPIA,76874,62518
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,NOVIEMBRE,VICTORIA,13630,11775
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,NOVIEMBRE,VITERBO,57637,49024
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,DICIEMBRE,AGUADAS,43761,40873
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,DICIEMBRE,ANSERMA,64442,62325
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,DICIEMBRE,ARAUCA,19375,16652
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,DICIEMBRE,ARMA,5471,4116
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,DICIEMBRE,BELALCAZAR,18041,13441
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,DICIEMBRE,CHINCHINA,295270,295270
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,DICIEMBRE,FILADELFIA,13582,12551
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,DICIEMBRE,GUARINOCITO,19358,116
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,DICIEMBRE,KILOMETRO 41,7829,2967
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,DICIEMBRE,LA DORADA,377822,295995
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,DICIEMBRE,MANZANARES,21587,17391
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2021,DICIEMBRE,MARMATO,23988,11760
